id,chords,release_date,genres,decade,rock_genre,artist_id,main_genre,spotify_song_id,spotify_artist_id
255,<intro_1> Am Dm G C <solo_1> Am F C G <verse_1> Am Dm G C <outro_1> Am G F E,,'folk',1970.0,,artist_255,folk,synth000255,synthartist000255
256,<intro_1> Am F C G <bridge_1> Dm G C <verse_1> C Am F G <outro_1> Am F C G,,'folk',1980.0,,artist_256,folk,synth000256,synthartist000256
257,<intro_1> Ab Eb Fm Cm Db Ab Db Eb <verse_1> Bbm7 Eb7 Abmaj7 <outro_1> Bbm7 Eb7 Abmaj7,,'folk',1970.0,,artist_257,folk,,
258,<intro_1> Cm Bb Ab G <chorus_1> Cm Fm Gm Cm <bridge_1> Cm Bb Ab G <outro_1> Cm Fm Bb Eb,,'metal',2010.0,,artist_258,metal,synth000258,synthartist000258
259,<intro_1> E A B A <bridge_1> E C#m A B <bridge_2> E C#m A B <outro_1> E A B A,,'rock',1980.0,,artist_259,rock,synth000259,synthartist000259
260,<intro_1> G C D C <verse_1> Gmaj7 Cmaj7 D7 Gmaj7 <bridge_1> Am7 D7 Gmaj7 <bridge_2> G C D C <outro_1> Em C G D,,,2020.0,,artist_260,,synth000260,synthartist000260
261,<intro_1> F#m E D C# <chorus_1> F#m7 Bm7 E7 Amaj7 <outro_1> F#m Bm E A,,'rock',1990.0,,artist_261,rock,,
262,<intro_1> Bb Eb F Eb <verse_1> Bb Gm Eb F <bridge_1> Bb Eb F Eb <solo_1> Bbmaj7 Ebmaj7 F7 Bbmaj7 <outro_1> Bb Eb F Eb,,,1990.0,,artist_262,,synth000262,synthartist000262
263,<intro_1> C#m F# B <solo_1> C#m7 F#7 Bmaj7 <bridge_1> G#m E B F# <outro_1> C#m F# B,,'r&b',2010.0,,artist_263,r&b,,
264,<intro_1> F# D#m B C# <bridge_1> F#maj7 Bmaj7 C#7 F#maj7 <solo_1> G#m C# F# <chorus_1> F# B C# B <outro_1> F# B C# B,,'electronic',1980.0,,artist_264,electronic,synth000264,synthartist000264
265,<intro_1> Am Dm Em Am <chorus_1> Am7 Dm7 G7 Cmaj7 <chorus_2> Am7 Dm7 G7 Cmaj7 <solo_1> Am G F E <outro_1> Am Dm Em Am,,'pop',2010.0,,artist_265,pop,,
266,<intro_1> Bbm Ebm Fm Bbm <solo_1> Bbm Ebm Fm Bbm <outro_1> Bbm Ebm Ab Db,,'folk',1980.0,,artist_266,folk,synth000266,synthartist000266
267,<intro_1> Gm7 Cm7 F7 Bbmaj7 <solo_1> Gm F Eb D <chorus_1> Gm7 Cm7 F7 Bbmaj7 <bridge_1> Gm Eb Bb F <bridge_2> Gm F Eb D <outro_1> Gm Cm Dm Gm,,,1990.0,,artist_267,,synth000267,synthartist000267
268,<intro_1> Cm7 Fm7 Bb7 Ebmaj7 <bridge_1> Cm Bb Ab G <bridge_2> Cm Bb Ab G <outro_1> Cm7 Fm7 Bb7 Ebmaj7,,'rock',,,artist_268,rock,synth000268,synthartist000268
269,<intro_1> Am Dm G C <chorus_1> Am F C G <bridge_1> Am F C G <outro_1> Am Dm G C,,,2000.0,,artist_269,,,
270,<intro_1> Fm7 Bbm7 Eb7 Abmaj7 <bridge_1> Fm Db Ab Eb <solo_1> Fm Bbm Cm Fm <verse_1> Fm Eb Db C <chorus_1> Fm7 Bbm7 Eb7 Abmaj7 <outro_1> Fm Db Ab Eb,,,,,artist_270,,synth000270,synthartist000270
271,<intro_1> G#m C# F# <verse_1> F# B C# B <solo_1> F# B C# B <chorus_1> D#m B F# C# <solo_2> F# C# D#m B <outro_1> F# B C# B,,'r&b',,,artist_271,r&b,synth000271,synthartist000271
272,<intro_1> Bb F Gm Dm Eb Bb Eb F <bridge_1> Bb Eb F Eb <solo_1> Cm F Bb <chorus_1> Bb Eb F Eb <chorus_2> Bb Eb F Eb <outro_1> Gm Eb Bb F,,'folk',2010.0,,artist_272,folk,synth000272,synthartist000272
273,<intro_1> B F# G#m D#m E B E F# <bridge_1> C#m7 F#7 Bmaj7 <chorus_1> G#m E B F# <outro_1> C#m F# B,,,1980.0,,artist_273,,synth000273,synthartist000273
274,<intro_1> C#m A E B <verse_1> E A B A <bridge_1> E A B A <bridge_2> Emaj7 Amaj7 B7 Emaj7 <outro_1> E B C#m G#m A E A B,,,,,artist_274,,synth000274,synthartist000274
275,<intro_1> Bm A G F# <chorus_1> Bm A G F# <chorus_2> Bm Em A D <verse_1> Bm G D A <outro_1> Bm Em A D,,,,,artist_275,,synth000275,synthartist000275
276,<intro_1> F# B C# B <solo_1> F# C# D#m A#m B F# B C# <verse_1> D#m B F# C# <bridge_1> F# D#m B C# <outro_1> D#m B F# C#,,'hip hop',2010.0,,artist_276,hip hop,synth000276,synthartist000276
277,<intro_1> Fm Bb Eb <verse_1> Fm Bb Eb <outro_1> Eb Bb Cm Ab,,,1990.0,,artist_277,,,
278,<intro_1> F#m Bm E A <verse_1> F#m E D C# <verse_2> F#m Bm C#m F#m <chorus_1> F#m7 Bm7 E7 Amaj7 <verse_3> F#m Bm E A <outro_1> F#m Bm E A,,'indie',,,artist_278,indie,synth000278,synthartist000278
279,<intro_1> F C Dm Am Bb F Bb C <solo_1> Gm C F <bridge_1> Gm C F <outro_1> F Bb C Bb,,,,,artist_279,,synth000279,synthartist000279
280,<intro_1> C G Am F <chorus_1> Am F C G <outro_1> C G Am F,,'rock',,,artist_280,rock,synth000280,synthartist000280
281,<intro_1> Bm A G F# <bridge_1> Bm7 Em7 A7 Dmaj7 <outro_1> Bm Em F#m Bm,,,,,artist_281,,synth000281,synthartist000281
282,<intro_1> F#m Bm E A <chorus_1> F#m Bm C#m F#m <verse_1> F#m Bm C#m F#m <verse_2> F#m D A E <outro_1> F#m E D C#,,'folk',,,artist_282,folk,synth000282,synthartist000282
283,<intro_1> Am Dm Em Am <bridge_1> Am Dm Em Am <solo_1> Am7 Dm7 G7 Cmaj7 <outro_1> Am7 Dm7 G7 Cmaj7,,,,,artist_283,,synth000283,synthartist000283
284,<intro_1> Ebm7 Abm7 Db7 Gbmaj7 <solo_1> Ebm Abm Bbm Ebm <verse_1> Ebm Cb Gb Db <outro_1> Ebm Db Cb Bb,,'electronic',2020.0,,artist_284,electronic,synth000284,synthartist000284
285,<intro_1> Ab Eb Fm Cm Db Ab Db Eb <verse_1> Ab Eb Fm Cm Db Ab Db Eb <solo_1> Ab Eb Fm Cm Db Ab Db Eb <outro_1> Ab Eb Fm Cm Db Ab Db Eb,,,,,artist_285,,synth000285,synthartist000285
286,<intro_1> C F G F <chorus_1> Am F C G <bridge_1> C Am F G <bridge_2> C G Am Em F C F G <outro_1> C G Am Em F C F G,,'rock',,,artist_286,rock,synth000286,synthartist000286
287,<intro_1> Abm7 Dbm7 Gb7 Cbmaj7 <chorus_1> Abm Dbm Gb Cb <chorus_2> Abm Dbm Gb Cb <bridge_1> Abm Gb Fb Eb <outro_1> Abm Dbm Ebm Abm,,'folk',1980.0,,artist_287,folk,synth000287,synthartist000287
288,<intro_1> Am7 D7 Gmaj7 <solo_1> Em C G D <chorus_1> G Em C D <solo_2> G D Em C <verse_1> G Em C D <outro_1> G D Em Bm C G C D,,,1990.0,,artist_288,,synth000288,synthartist000288
289,<intro_1> D A Bm G <chorus_1> Em7 A7 Dmaj7 <chorus_2> Em7 A7 Dmaj7 <outro_1> Em A D,,'hip hop',2010.0,,artist_289,hip hop,synth000289,synthartist000289
290,<intro_1> Ebm Cb Gb Db <chorus_1> Ebm Abm Db Gb <solo_1> Ebm7 Abm7 Db7 Gbmaj7 <outro_1> Ebm Abm Db Gb,,'rock',1970.0,,artist_290,rock,synth000290,synthartist000290
291,<intro_1> Bbm Ebm Ab Db <verse_1> Bbm Gb Db Ab <outro_1> Bbm Ab Gb F,,'electronic',2000.0,,artist_291,electronic,,
292,<intro_1> Dm C Bb A <bridge_1> Dm Gm C F <chorus_1> Dm Bb F C <verse_1> Dm Gm Am Dm <chorus_2> Dm C Bb A <outro_1> Dm Bb F C,,'rock',,,artist_292,rock,synth000292,synthartist000292
293,<intro_1> Abm Gb Fb Eb <chorus_1> Abm Dbm Ebm Abm <outro_1> Abm7 Dbm7 Gb7 Cbmaj7,,,2010.0,,artist_293,,synth000293,synthartist000293
294,<intro_1> F#m Bm C#m F#m <verse_1> F#m D A E <outro_1> F#m E D C#,,,1990.0,,artist_294,,,
295,<intro_1> Gm Eb Bb F <bridge_1> Gm Cm F Bb <chorus_1> Gm Cm Dm Gm <chorus_2> Gm Cm Dm Gm <outro_1> Gm Cm F Bb,,,,,artist_295,,,
296,<intro_1> D Bm G A <bridge_1> Bm G D A <solo_1> D Bm G A <outro_1> Em7 A7 Dmaj7,,,,,artist_296,,synth000296,synthartist000296
297,<intro_1> Dm C Bb A <bridge_1> Dm Bb F C <outro_1> Dm Gm Am Dm,,'metal',,,artist_297,metal,,
298,<intro_1> Ebm Abm Db Gb <bridge_1> Ebm7 Abm7 Db7 Gbmaj7 <outro_1> Ebm Abm Db Gb,,'r&b',,,artist_298,r&b,synth000298,synthartist000298
299,<intro_1> Dm G C <chorus_1> C G Am F <verse_1> C G Am Em F C F G <verse_2> C G Am Em F C F G <outro_1> Cmaj7 Fmaj7 G7 Cmaj7,,'electronic',,,artist_299,electronic,synth000299,synthartist000299
300,<intro_1> Bb F Gm Eb <verse_1> Bb F Gm Eb <solo_1> Bb F Gm Eb <outro_1> Bb Gm Eb F,,,1990.0,,artist_300,,synth000300,synthartist000300
301,<intro_1> Ab Eb Fm Cm Db Ab Db Eb <bridge_1> Bbm7 Eb7 Abmaj7 <chorus_1> Ab Fm Db Eb <solo_1> Bbm Eb Ab <outro_1> Fm Db Ab Eb,,'metal',,,artist_301,metal,synth000301,synthartist000301
302,<intro_1> Cm Ab Eb Bb <solo_1> Cm Ab Eb Bb <chorus_1> Cm Fm Bb Eb <verse_1> Cm Fm Bb Eb <outro_1> Cm Ab Eb Bb,,,,,artist_302,,,
303,<intro_1> Eb Ab Bb Ab <verse_1> Fm Bb Eb <bridge_1> Eb Bb Cm Gm Ab Eb Ab Bb <bridge_2> Cm Ab Eb Bb <solo_1> Eb Bb Cm Gm Ab Eb Ab Bb <outro_1> Eb Ab Bb Ab,,,1970.0,,artist_303,,,
304,<intro_1> G D Em C <verse_1> Am D G <verse_2> Am D G <outro_1> G D Em C,,'hip hop',2000.0,,artist_304,hip hop,synth000304,synthartist000304
305,<intro_1> C F G F <bridge_1> C F G F <outro_1> Dm G C,,,1990.0,,artist_305,,,
306,<intro_1> F C Dm Bb <chorus_1> Gm C F <bridge_1> Fmaj7 Bbmaj7 C7 Fmaj7 <outro_1> F Bb C Bb,,,1980.0,,artist_306,,synth000306,synthartist000306
307,<intro_1> Ebm Db Cb Bb <bridge_1> Ebm7 Abm7 Db7 Gbmaj7 <solo_1> Ebm7 Abm7 Db7 Gbmaj7 <solo_2> Ebm Cb Gb Db <verse_1> Ebm Cb Gb Db <outro_1> Ebm Db Cb Bb,,'metal',1970.0,,artist_307,metal,,
308,<intro_1> Fm7 Bbm7 Eb7 Abmaj7 <bridge_1> Fm Bbm Cm Fm <outro_1> Fm Db Ab Eb,,'indie',,,artist_308,indie,,
309,<intro_1> G Em C D <chorus_1> G D Em C <outro_1> Am D G,,,2000.0,,artist_309,,synth000309,synthartist000309
310,<intro_1> F#m Bm C#m F#m <chorus_1> F#m Bm C#m F#m <outro_1> F#m Bm C#m F#m,,,,,artist_310,,,
311,<intro_1> G D Em Bm C G C D <chorus_1> Em C G D <solo_1> G D Em C <solo_2> Am D G <solo_3> G D Em Bm C G C D <outro_1> G C D C,,,2020.0,,artist_311,,,
312,<intro_1> Cm Fm Bb Eb <solo_1> Cm7 Fm7 Bb7 Ebmaj7 <bridge_1> Cm7 Fm7 Bb7 Ebmaj7 <chorus_1> Cm Bb Ab G <outro_1> Cm Bb Ab G,,'pop',1970.0,,artist_312,pop,,
313,<intro_1> Fm Db Ab Eb <bridge_1> Fm7 Bbm7 Eb7 Abmaj7 <outro_1> Fm Bbm Eb Ab,,,,,artist_313,,,
314,<intro_1> Am G F E <bridge_1> Am7 Dm7 G7 Cmaj7 <outro_1> Am Dm Em Am,,'pop',,,artist_314,pop,synth000314,synthartist000314
315,<intro_1> Gm7 Cm7 F7 Bbmaj7 <chorus_1> Gm Cm Dm Gm <verse_1> Gm7 Cm7 F7 Bbmaj7 <outro_1> Gm Cm Dm Gm,,'r&b',,,artist_315,r&b,synth000315,synthartist000315
316,<intro_1> A E F#m C#m D A D E <solo_1> Bm E A <outro_1> A E F#m C#m D A D E,,,,,artist_316,,,
317,<intro_1> Bb F Gm Dm Eb Bb Eb F <solo_1> Bbmaj7 Ebmaj7 F7 Bbmaj7 <bridge_1> Cm F Bb <outro_1> Bb F Gm Eb,,'jazz',,,artist_317,jazz,synth000317,synthartist000317
318,<intro_1> Eb Bb Cm Gm Ab Eb Ab Bb <verse_1> Cm Ab Eb Bb <solo_1> Eb Bb Cm Gm Ab Eb Ab Bb <verse_2> Cm Ab Eb Bb <outro_1> Fm7 Bb7 Ebmaj7,,,,,artist_318,,synth000318,synthartist000318
319,<intro_1> Em Am Bm Em <bridge_1> Em Am Bm Em <bridge_2> Em Am D G <verse_1> Em Am D G <verse_2> Em Am D G <outro_1> Em Am D G,,'indie',2000.0,,artist_319,indie,,
320,<intro_1> Ebm Abm Bbm Ebm <bridge_1> Ebm7 Abm7 Db7 Gbmaj7 <bridge_2> Ebm Abm Bbm Ebm <bridge_3> Ebm7 Abm7 Db7 Gbmaj7 <outro_1> Ebm Abm Bbm Ebm,,'metal',1970.0,,artist_320,metal,,
321,<intro_1> Dm Gm Am Dm <verse_1> Dm7 Gm7 C7 Fmaj7 <solo_1> Dm Gm C F <bridge_1> Dm Gm C F <bridge_2> Dm Bb F C <outro_1> Dm Bb F C,,,1970.0,,artist_321,,,
322,<intro_1> Bbm7 Ebm7 Ab7 Dbmaj7 <chorus_1> Bbm Ab Gb F <solo_1> Bbm Ab Gb F <verse_1> Bbm Ab Gb F <outro_1> Bbm Ebm Ab Db,,'folk',,,artist_322,folk,,
323,<intro_1> Dm7 Gm7 C7 Fmaj7 <solo_1> Dm7 Gm7 C7 Fmaj7 <bridge_1> Dm Gm Am Dm <bridge_2> Dm Bb F C <outro_1> Dm Gm Am Dm,,,,,artist_323,,,
324,<intro_1> Cm Fm Bb Eb <chorus_1> Cm Ab Eb Bb <outro_1> Cm Fm Gm Cm,,,1970.0,,artist_324,,,
325,<intro_1> F#m7 Bm7 E7 Amaj7 <chorus_1> F#m E D C# <chorus_2> F#m Bm E A <bridge_1> F#m Bm E A <outro_1> F#m Bm E A,,,1980.0,,artist_325,,,
326,<intro_1> B F# G#m D#m E B E F# <bridge_1> Bmaj7 Emaj7 F#7 Bmaj7 <outro_1> C#m F# B,,,,,artist_326,,,
327,<intro_1> Cm Fm Bb Eb <solo_1> Cm7 Fm7 Bb7 Ebmaj7 <chorus_1> Cm Bb Ab G <outro_1> Cm Ab Eb Bb,,,,,artist_327,,synth000327,synthartist000327
328,<intro_1> Ab Eb Fm Db <bridge_1> Bbm Eb Ab <chorus_1> Abmaj7 Dbmaj7 Eb7 Abmaj7 <verse_1> Bbm Eb Ab <verse_2> Ab Db Eb Db <outro_1> Ab Eb Fm Db,,,2000.0,,artist_328,,,
329,<intro_1> Dm G C <chorus_1> C Am F G <outro_1> C F G F,,,1990.0,,artist_329,,synth000329,synthartist000329
330,<intro_1> Dm7 G7 Cmaj7 <solo_1> Dm G C <bridge_1> C G Am F <outro_1> Cmaj7 Fmaj7 G7 Cmaj7,,,,,artist_330,,synth000330,synthartist000330
331,<intro_1> Dmaj7 Gmaj7 A7 Dmaj7 <bridge_1> Bm G D A <bridge_2> D G A G <solo_1> D Bm G A <outro_1> Em A D,,,1980.0,,artist_331,,synth000331,synthartist000331
332,<intro_1> Em7 Am7 D7 Gmaj7 <bridge_1> Em D C B <bridge_2> Em7 Am7 D7 Gmaj7 <solo_1> Em Am D G <solo_2> Em7 Am7 D7 Gmaj7 <outro_1> Em Am Bm Em,,,,,artist_332,,synth000332,synthartist000332
333,<intro_1> F#m B E <bridge_1> E B C#m G#m A E A B <chorus_1> E A B A <chorus_2> E C#m A B <solo_1> E B C#m G#m A E A B <outro_1> E B C#m A,,'folk',1990.0,,artist_333,folk,synth000333,synthartist000333
334,<intro_1> Ebm Db Cb Bb <solo_1> Ebm Abm Bbm Ebm <outro_1> Ebm7 Abm7 Db7 Gbmaj7,,'pop',,,artist_334,pop,,
335,<intro_1> G D Em Bm C G C D <solo_1> Em C G D <solo_2> G D Em Bm C G C D <chorus_1> Gmaj7 Cmaj7 D7 Gmaj7 <solo_3> Am7 D7 Gmaj7 <outro_1> Gmaj7 Cmaj7 D7 Gmaj7,,'jazz',,,artist_335,jazz,synth000335,synthartist000335
336,<intro_1> Ab Eb Fm Db <solo_1> Ab Db Eb Db <chorus_1> Bbm7 Eb7 Abmaj7 <solo_2> Ab Db Eb Db <outro_1> Ab Db Eb Db,,'rock',1990.0,,artist_336,rock,,
337,<intro_1> Fm Db Ab Eb <solo_1> Fm Bbm Eb Ab <chorus_1> Fm7 Bbm7 Eb7 Abmaj7 <bridge_1> Fm Bbm Cm Fm <solo_2> Fm Bbm Cm Fm <outro_1> Fm Bbm Cm Fm,,,1970.0,,artist_337,,synth000337,synthartist000337
338,<intro_1> A D E D <chorus_1> Amaj7 Dmaj7 E7 Amaj7 <outro_1> F#m D A E,,,1980.0,,artist_338,,synth000338,synthartist000338
339,<intro_1> D A Bm F#m G D G A <solo_1> Em7 A7 Dmaj7 <verse_1> D A Bm G <solo_2> Em A D <outro_1> D A Bm G,,,1980.0,,artist_339,,synth000339,synthartist000339
340,<intro_1> Bm G D A <chorus_1> Bm7 Em7 A7 Dmaj7 <solo_1> Bm G D A <outro_1> Bm7 Em7 A7 Dmaj7,,,1990.0,,artist_340,,,
341,<intro_1> Am7 Dm7 G7 Cmaj7 <verse_1> Am G F E <solo_1> Am G F E <bridge_1> Am F C G <bridge_2> Am7 Dm7 G7 Cmaj7 <outro_1> Am F C G,,,,,artist_341,,,
342,<intro_1> B F# G#m E <chorus_1> Bmaj7 Emaj7 F#7 Bmaj7 <bridge_1> C#m7 F#7 Bmaj7 <outro_1> B F# G#m E,,'electronic',1990.0,,artist_342,electronic,synth000342,synthartist000342
343,<intro_1> Abm Fb Cb Gb <chorus_1> Abm Fb Cb Gb <outro_1> Abm Fb Cb Gb,,'country',2020.0,,artist_343,country,,
344,<intro_1> Bmaj7 Emaj7 F#7 Bmaj7 <bridge_1> B F# G#m E <verse_1> B G#m E F# <bridge_2> B E F# E <verse_2> B G#m E F# <outro_1> C#m7 F#7 Bmaj7,,'pop',,,artist_344,pop,synth000344,synthartist000344
345,<intro_1> Em D C B <solo_1> Em Am D G <solo_2> Em7 Am7 D7 Gmaj7 <bridge_1> Em7 Am7 D7 Gmaj7 <outro_1> Em7 Am7 D7 Gmaj7,,'electronic',1990.0,,artist_345,electronic,synth000345,synthartist000345
346,<intro_1> Gm Cm Dm Gm <solo_1> Gm F Eb D <verse_1> Gm Cm Dm Gm <solo_2> Gm Cm F Bb <outro_1> Gm7 Cm7 F7 Bbmaj7,,'country',2010.0,,artist_346,country,,
347,<intro_1> D A Bm G <bridge_1> Bm G D A <solo_1> D G A G <solo_2> D G A G <verse_1> Em A D <outro_1> D A Bm F#m G D G A,,'hip hop',,,artist_347,hip hop,,
348,<intro_1> Fmaj7 Bbmaj7 C7 Fmaj7 <solo_1> F C Dm Bb <outro_1> F Bb C Bb,,,,,artist_348,,,
349,<intro_1> A E F#m D <chorus_1> A E F#m C#m D A D E <verse_1> A D E D <chorus_2> Bm E A <verse_2> Bm7 E7 Amaj7 <outro_1> F#m D A E,,,,,artist_349,,,
350,<intro_1> Cm Fm Bb Eb <bridge_1> Cm7 Fm7 Bb7 Ebmaj7 <outro_1> Cm Fm Gm Cm,,'electronic',,,artist_350,electronic,synth000350,synthartist000350
351,<intro_1> Cm Fm Bb Eb <solo_1> Cm Fm Bb Eb <chorus_1> Cm Bb Ab G <chorus_2> Cm Bb Ab G <chorus_3> Cm Fm Gm Cm <outro_1> Cm Bb Ab G,,'hip hop',1970.0,,artist_351,hip hop,synth000351,synthartist000351
352,<intro_1> F# C# D#m B <solo_1> G#m C# F# <verse_1> F# B C# B <bridge_1> F#maj7 Bmaj7 C#7 F#maj7 <outro_1> G#m7 C#7 F#maj7,,'pop',,,artist_352,pop,synth000352,synthartist000352
353,<intro_1> Cm7 F7 Bbmaj7 <bridge_1> Bb F Gm Eb <bridge_2> Bb F Gm Eb <verse_1> Bb F Gm Dm Eb Bb Eb F <outro_1> Bb F Gm Dm Eb Bb Eb F,,'folk',1970.0,,artist_353,folk,synth000353,synthartist000353
354,<intro_1> Ebm Abm Bbm Ebm <chorus_1> Ebm7 Abm7 Db7 Gbmaj7 <verse_1> Ebm Db Cb Bb <outro_1> Ebm Db Cb Bb,,,1980.0,,artist_354,,synth000354,synthartist000354
355,<intro_1> D Bm G A <solo_1> Em7 A7 Dmaj7 <verse_1> D G A G <verse_2> D G A G <outro_1> D G A G,,,2020.0,,artist_355,,synth000355,synthartist000355
356,<intro_1> Cm Fm Gm Cm <verse_1> Cm Bb Ab G <verse_2> Cm Bb Ab G <outro_1> Cm Bb Ab G,,,1970.0,,artist_356,,synth000356,synthartist000356
357,<intro_1> Abm Dbm Ebm Abm <bridge_1> Abm Dbm Gb Cb <bridge_2> Abm Fb Cb Gb <solo_1> Abm Gb Fb Eb <outro_1> Abm Dbm Gb Cb,,'metal',,,artist_357,metal,,
358,<intro_1> Em Am Bm Em <solo_1> Em C G D <outro_1> Em D C B,,'jazz',2020.0,,artist_358,jazz,synth000358,synthartist000358
359,<intro_1> Em C G D <chorus_1> Em C G D <outro_1> Em Am D G,,,2010.0,,artist_359,,synth000359,synthartist000359
360,<intro_1> Bb Eb F Eb <bridge_1> Gm Eb Bb F <verse_1> Bbmaj7 Ebmaj7 F7 Bbmaj7 <solo_1> Bb F Gm Eb <solo_2> Bb Gm Eb F <outro_1> Bb Gm Eb F,,,1990.0,,artist_360,,synth000360,synthartist000360
361,<intro_1> Em Am D G <solo_1> Em Am Bm Em <solo_2> Em7 Am7 D7 Gmaj7 <verse_1> Em C G D <verse_2> Em C G D <outro_1> Em7 Am7 D7 Gmaj7,,,,,artist_361,,synth000361,synthartist000361
362,<intro_1> Cmaj7 Fmaj7 G7 Cmaj7 <verse_1> C G Am F <outro_1> C Am F G,,'country',1980.0,,artist_362,country,synth000362,synthartist000362
363,<intro_1> Fm Db Ab Eb <solo_1> Bbm Eb Ab <solo_2> Bbm Eb Ab <outro_1> Fm Db Ab Eb,,'hip hop',1970.0,,artist_363,hip hop,synth000363,synthartist000363
364,<intro_1> Cm7 Fm7 Bb7 Ebmaj7 <bridge_1> Cm Fm Gm Cm <solo_1> Cm Ab Eb Bb <outro_1> Cm Bb Ab G,,'electronic',1990.0,,artist_364,electronic,,
365,<intro_1> Gmaj7 Cmaj7 D7 Gmaj7 <chorus_1> Am7 D7 Gmaj7 <solo_1> G Em C D <outro_1> Em C G D,,,2020.0,,artist_365,,,
366,<intro_1> Fm Bbm Cm Fm <verse_1> Fm Eb Db C <verse_2> Fm Eb Db C <solo_1> Fm7 Bbm7 Eb7 Abmaj7 <bridge_1> Fm7 Bbm7 Eb7 Abmaj7 <outro_1> Fm Bbm Cm Fm,,,2000.0,,artist_366,,synth000366,synthartist000366
367,<intro_1> Em Am Bm Em <verse_1> Em7 Am7 D7 Gmaj7 <chorus_1> Em Am D G <outro_1> Em D C B,,,,,artist_367,,synth000367,synthartist000367
368,<intro_1> Bbm Ab Gb F <verse_1> Bbm7 Ebm7 Ab7 Dbmaj7 <chorus_1> Bbm Ab Gb F <verse_2> Bbm7 Ebm7 Ab7 Dbmaj7 <outro_1> Bbm Gb Db Ab,,,1990.0,,artist_368,,synth000368,synthartist000368
369,<intro_1> F Dm Bb C <bridge_1> Fmaj7 Bbmaj7 C7 Fmaj7 <verse_1> Fmaj7 Bbmaj7 C7 Fmaj7 <outro_1> Dm Bb F C,,'country',1980.0,,artist_369,country,synth000369,synthartist000369
370,<intro_1> F# C# D#m A#m B F# B C# <solo_1> D#m B F# C# <solo_2> F# B C# B <verse_1> F# B C# B <bridge_1> F# B C# B <outro_1> F# C# D#m A#m B F# B C#,,,2010.0,,artist_370,,,
371,<intro_1> Abm7 Dbm7 Gb7 Cbmaj7 <solo_1> Abm7 Dbm7 Gb7 Cbmaj7 <solo_2> Abm Dbm Gb Cb <outro_1> Abm7 Dbm7 Gb7 Cbmaj7,,'rock',2020.0,,artist_371,rock,synth000371,synthartist000371
372,<intro_1> Fm7 Bb7 Ebmaj7 <bridge_1> Fm7 Bb7 Ebmaj7 <bridge_2> Eb Ab Bb Ab <bridge_3> Eb Ab Bb Ab <verse_1> Fm7 Bb7 Ebmaj7 <outro_1> Eb Ab Bb Ab,,'rock',2010.0,,artist_372,rock,synth000372,synthartist000372
373,<intro_1> D A Bm F#m G D G A <bridge_1> Dmaj7 Gmaj7 A7 Dmaj7 <verse_1> D G A G <bridge_2> Em7 A7 Dmaj7 <bridge_3> D A Bm F#m G D G A <outro_1> Em A D,,'folk',1980.0,,artist_373,folk,synth000373,synthartist000373
374,<intro_1> Fm Bbm Cm Fm <chorus_1> Fm Db Ab Eb <verse_1> Fm Bbm Cm Fm <outro_1> Fm Bbm Cm Fm,,,1990.0,,artist_374,,synth000374,synthartist000374
375,<intro_1> Abm Fb Cb Gb <chorus_1> Abm7 Dbm7 Gb7 Cbmaj7 <chorus_2> Abm7 Dbm7 Gb7 Cbmaj7 <verse_1> Abm7 Dbm7 Gb7 Cbmaj7 <outro_1> Abm Gb Fb Eb,,,1990.0,,artist_375,,synth000375,synthartist000375
376,<intro_1> G D Em Bm C G C D <bridge_1> Gmaj7 Cmaj7 D7 Gmaj7 <chorus_1> G Em C D <bridge_2> G D Em C <solo_1> G C D C <outro_1> G D Em Bm C G C D,,,2000.0,,artist_376,,synth000376,synthartist000376
377,<intro_1> E B C#m G#m A E A B <chorus_1> F#m B E <chorus_2> Emaj7 Amaj7 B7 Emaj7 <chorus_3> Emaj7 Amaj7 B7 Emaj7 <outro_1> E B C#m A,,,,,artist_377,,synth000377,synthartist000377
378,<intro_1> Fm7 Bbm7 Eb7 Abmaj7 <bridge_1> Fm7 Bbm7 Eb7 Abmaj7 <solo_1> Fm Db Ab Eb <outro_1> Fm Bbm Eb Ab,,'country',1980.0,,artist_378,country,synth000378,synthartist000378
379,<intro_1> Em C G D <bridge_1> G Em C D <verse_1> Am7 D7 Gmaj7 <outro_1> Gmaj7 Cmaj7 D7 Gmaj7,,'electronic',,,artist_379,electronic,synth000379,synthartist000379
380,<intro_1> Bb F Gm Dm Eb Bb Eb F <chorus_1> Bb Gm Eb F <bridge_1> Bb Gm Eb F <verse_1> Bb Gm Eb F <verse_2> Bb Gm Eb F <outro_1> Cm F Bb,,,1970.0,,artist_380,,,
381,<intro_1> F# B C# B <verse_1> F# C# D#m A#m B F# B C# <outro_1> F#maj7 Bmaj7 C#7 F#maj7,,,,,artist_381,,synth000381,synthartist000381
382,<intro_1> Ab Eb Fm Cm Db Ab Db Eb <bridge_1> Abmaj7 Dbmaj7 Eb7 Abmaj7 <bridge_2> Abmaj7 Dbmaj7 Eb7 Abmaj7 <bridge_3> Ab Fm Db Eb <chorus_1> Abmaj7 Dbmaj7 Eb7 Abmaj7 <outro_1> Abmaj7 Dbmaj7 Eb7 Abmaj7,,,1970.0,,artist_382,,synth000382,synthartist000382
